,examine,id,members,lowalch,limit,value,highalch,icon,name
3970,Ooohhh look at the pretty colours...,4403,False,20.0,150.0,50.0,30.0,Team-45 cape.png,Team-45 cape
3971,Ooohhh look at the pretty colours...,4405,False,20.0,150.0,50.0,30.0,Team-46 cape.png,Team-46 cape
3972,Ooohhh look at the pretty colours...,4407,False,20.0,150.0,50.0,30.0,Team-47 cape.png,Team-47 cape
3973,Ooohhh look at the pretty colours...,4409,False,20.0,150.0,50.0,30.0,Team-48 cape.png,Team-48 cape
3974,Ooohhh look at the pretty colours...,4411,False,20.0,150.0,50.0,30.0,Team-49 cape.png,Team-49 cape
3975,Ooohhh look at the pretty colours...,4323,False,20.0,150.0,50.0,30.0,Team-5 cape.png,Team-5 cape
3976,Ooohhh look at the pretty colours...,4413,False,20.0,150.0,50.0,30.0,Team-50 cape.png,Team-50 cape
3977,Ooohhh look at the pretty colours...,4325,False,20.0,150.0,50.0,30.0,Team-6 cape.png,Team-6 cape
3978,Ooohhh look at the pretty colours...,4327,False,20.0,150.0,50.0,30.0,Team-7 cape.png,Team-7 cape
3979,Ooohhh look at the pretty colours...,4329,False,20.0,150.0,50.0,30.0,Team-8 cape.png,Team-8 cape
3980,Ooohhh look at the pretty colours...,4331,False,20.0,150.0,50.0,30.0,Team-9 cape.png,Team-9 cape
3981,"Reduces the risk of hand severage when poking large, vicious carnivores.",10029,True,20.0,40.0,50.0,30.0,Teasing stick.png,Teasing stick
3982,I thought this would be slimier.,28834,True,80.0,125.0,200.0,120.0,Tecu salamander.png,Tecu salamander
3983,A formidable magic spell which prevents unwanted teleportation.,29455,True,20000.0,5.0,50000.0,30000.0,Teleport anchoring scroll.png,Teleport anchoring scroll
3984,A card which has magical properties.,13658,False,,500.0,100.0,,Teleport card.png,Teleport card
3985,A tablet containing a magic spell.,31443,True,1.0,,1.0,1.0,Teleport to boat (tablet).png,Teleport to boat
3986,A teleport to one's own house.,8013,True,1.0,15000.0,1.0,1.0,Teleport to house (tablet).png,Teleport to house (tablet)
3987,A mighty sceptre used in long forgotten battles.,27785,True,48000.0,8.0,120000.0,72000.0,Thammaron's sceptre (au).png,Thammaron's sceptre (au)
3988,A mighty sceptre used in long forgotten battles.,22552,True,48000.0,8.0,120000.0,72000.0,Thammaron's sceptre (u).png,Thammaron's sceptre (u)
3989,A wooden pole for use in primitive construction.,6285,True,8.0,100.0,20.0,12.0,Thatch spar dense.png,Thatch spar dense
3990,A wooden pole for use in primitive construction.,6281,True,4.0,100.0,10.0,6.0,Thatch spar light.png,Thatch spar light
3991,A wooden pole for use in primitive construction.,6283,True,6.0,100.0,15.0,9.0,Thatch spar med.png,Thatch spar med
3992,A dog couldn't wield a sword this powerful.,33038,True,,,,,The dogsword.png,The dogsword
3993,A good place to store your stolen goods.,23224,True,400.0,8.0,1000.0,600.0,Thieving bag.png,Thieving bag
3994,"The thin, slimy corpse of a deceased giant snail.",3363,True,2.0,13000.0,5.0,3.0,Thin snail.png,Thin snail
3995,A succulently slimy slice of sumptuous snail.,3369,True,4.0,6000.0,10.0,6.0,Thin snail meat.png,Thin snail meat
3996,You can plant this in your garden.,8437,True,2000.0,10000.0,5000.0,3000.0,Thorny hedge (bagged).png,Thorny hedge (bagged)
3997,Used with a needle to make clothes.,1734,False,1.0,18000.0,1.0,1.0,Thread.png,Thread
3998,"A powerful Khopesh, imbued with the power of thunder and lightning.",33041,True,,,,,Thunder khopesh.png,Thunder khopesh
3999,Makes me feel like a Princess.,5525,False,40.0,10000.0,100.0,60.0,Tiara.png,Tiara
4000,A mould for tiaras.,5523,False,40.0,40.0,100.0,60.0,Tiara mould.png,Tiara mould
4001,"A hefty beam of timber, perfect for building temples.",8837,True,1.0,13000.0,1.0,1.0,Timber beam.png,Timber beam
4002,This needs refining.,438,False,1.0,13000.0,3.0,1.0,Tin ore.png,Tin ore
4003,Useful for lighting a fire.,590,False,1.0,40.0,1.0,1.0,Tinderbox.png,Tinderbox
4004,It actually smells quite good.,2255,True,1.0,6000.0,2.0,1.0,Toad batta.png,Toad batta
4005,It actually smells quite good.,2217,True,1.0,6000.0,2.0,1.0,Toad crunchies.png,Toad crunchies
4006,They're a gnome delicacy apparently.,2152,True,1.0,13000.0,2.0,1.0,Toad's legs.png,Toad's legs
4007,A useful herb.,2998,True,19.0,13000.0,48.0,28.0,Toadflax.png,Toadflax
4008,I need another ingredient to finish this Toadflax potion.,3002,True,19.0,10000.0,48.0,28.0,Toadflax potion (unf).png,Toadflax potion (unf)
4009,A toadflax seed - plant in a herb patch.,5296,True,4.0,600.0,10.0,6.0,Toadflax seed 5.png,Toadflax seed
4010,A spiked shield of obsidian.,6524,True,18000.0,70.0,45000.0,27000.0,Toktz-ket-xil.png,Toktz-ket-xil
4011,A staff of obsidian.,6526,True,14000.0,70.0,35000.0,21000.0,Toktz-mej-tal.png,Toktz-mej-tal
4012,A razor sharp sword of obsidian.,6523,True,16000.0,70.0,40000.0,24000.0,Toktz-xil-ak.png,Toktz-xil-ak
4013,A large knife of obsidian.,6525,True,10000.0,70.0,25000.0,15000.0,Toktz-xil-ek.png,Toktz-xil-ek
4014,A razor sharp ring of obsidian.,6522,True,100.0,11000.0,250.0,150.0,Toktz-xil-ul.png,Toktz-xil-ul
4015,This would make good ketchup.,1982,False,1.0,13000.0,4.0,2.0,Tomato.png,Tomato
4016,A tomato seed - plant in an allotment.,5322,True,1.0,600.0,4.0,2.0,Tomato seed 5.png,Tomato seed
4017,A fruit basket filled with tomatoes.,5968,True,1.0,600.0,1.0,1.0,Tomatoes(5).png,Tomatoes(5)
4018,An ancient tome containing the secrets of earth magic.,30066,True,8000.0,,20000.0,12000.0,Tome of earth (empty).png,Tome of earth (empty)
4019,An ancient tome containing the secrets of fire magic.,20716,True,8000.0,15.0,20000.0,12000.0,Tome of fire (empty).png,Tome of fire (empty)
4020,An ancient tome containing the secrets of water magic.,25576,True,7800.0,,19500.0,11700.0,Tome of water (empty).png,Tome of water (empty)
4021,A rebounding throwing weapon of devastating proportions.,28919,True,240000.0,,600000.0,360000.0,Tonalztics of ralos (uncharged).png,Tonalztics of ralos (uncharged)
4022,A rich and bold Darkfrost White that's considered by some to be sacred.,29958,True,240.0,,600.0,360.0,Tonameyo white.png,Tonameyo white
4023,The tooth end of the mysterious Crystal Key. Can you find the other half?,985,True,40.0,11000.0,100.0,60.0,Tooth half of key.png,Tooth half of key
4024,Aint no rabbits in this hat.,12432,True,720.0,4.0,1800.0,1080.0,Top hat.png,Top hat
4025,Like a sir.,12434,True,1600.0,4.0,4000.0,2400.0,Top hat & monocle.png,Top hat & monocle
4026,I wonder if I can get this enchanted.,21114,True,500.0,10000.0,1250.0,750.0,Topaz amulet.png,Topaz amulet
4027,It needs a string so I can wear it.,21105,True,510.0,10000.0,1275.0,765.0,Topaz amulet (u).png,Topaz amulet (u)
4028,Red Topaz bolt tips.,9188,True,5.0,11000.0,13.0,7.0,Topaz bolt tips 5.png,Topaz bolt tips
4029,Topaz tipped Steel crossbow bolts.,9336,True,8.0,11000.0,22.0,13.0,Topaz bolts 5.png,Topaz bolts
4030,Enchanted Red Topaz tipped Steel Crossbow Bolts.,9239,True,9.0,11000.0,24.0,14.0,Topaz bolts (e) 5.png,Topaz bolts (e)
4031,I wonder if this is valuable.,21123,True,600.0,10000.0,1500.0,900.0,Topaz bracelet.png,Topaz bracelet
4032,"Dragon crossbow bolts, tipped with red topaz.",21961,True,280.0,11000.0,700.0,420.0,Topaz dragon bolts 5.png,Topaz dragon bolts
4033,"Enchanted Dragon crossbow bolts, tipped with red topaz.",21938,True,292.0,11000.0,730.0,438.0,Topaz dragon bolts (e) 5.png,Topaz dragon bolts (e)
4034,I wonder if this is valuable.,21096,True,570.0,10000.0,1425.0,855.0,Topaz necklace.png,Topaz necklace
4035,A valuable ring.,21087,True,570.0,10000.0,1425.0,855.0,Topaz ring.png,Topaz ring
4036,You can plant this in your garden.,8443,True,8000.0,10000.0,20000.0,12000.0,Topiary hedge (bagged).png,Topiary hedge (bagged)
4037,"A set containing a Torag's helm, platelegs, platebody and hammers.",12879,True,160000.0,8.0,400000.0,240000.0,Torag's armour set.png,Torag's armour set
4038,Torag the Corrupted's twin hammers.,4747,True,64000.0,15.0,160000.0,96000.0,Torag's hammers.png,Torag's hammers
4039,Torag the Corrupted's twin hammers.,4962,True,64000.0,15.0,160000.0,96000.0,Torag's hammers 0.png,Torag's hammers 0
4040,Torag the Corrupted's helm.,4745,True,41200.0,15.0,103000.0,61800.0,Torag's helm.png,Torag's helm
4041,Torag the Corrupted's helm.,4956,True,41200.0,15.0,103000.0,61800.0,Torag's helm 0.png,Torag's helm 0
4042,Torag the Corrupted's platebody armour.,4749,True,112000.0,15.0,280000.0,168000.0,Torag's platebody.png,Torag's platebody
4043,Torag the Corrupted's platebody armour.,4968,True,112000.0,15.0,280000.0,168000.0,Torag's platebody 0.png,Torag's platebody 0
4044,Torag the Corrupted's plate leg armour.,4751,True,110000.0,15.0,275000.0,165000.0,Torag's platelegs.png,Torag's platelegs
4045,Torag the Corrupted's plate leg armour.,4974,True,110000.0,15.0,275000.0,165000.0,Torag's platelegs 0.png,Torag's platelegs 0
4046,A deep sense of torment burns within this powerful bracelet.,19544,True,80400.0,8.0,201000.0,120600.0,Tormented bracelet.png,Tormented bracelet
4047,Use on a tormented bracelet to make it look fancier!,23348,True,2000.0,4.0,5000.0,3000.0,Tormented ornament kit.png,Tormented ornament kit
4048,Glowing hot and writhing in pain.,29580,True,320000.0,5.0,800000.0,480000.0,Tormented synapse.png,Tormented synapse
4049,Scrawled words that can invoke the power of the gods.,21047,True,32000.0,5.0,80000.0,48000.0,Torn prayer scroll.png,Torn prayer scroll
4050,A powerful herb.,269,True,30.0,11000.0,75.0,45.0,Torstol.png,Torstol
4051,I need another ingredient to finish this Torstol potion.,111,True,10.0,10000.0,25.0,15.0,Torstol potion (unf).png,Torstol potion (unf)
4052,A torstol seed - plant in a herb patch.,5304,True,28.0,200.0,70.0,42.0,Torstol seed 5.png,Torstol seed
4053,A word in your shell-like.,7939,True,400.0,7500.0,1000.0,600.0,Tortoise shell.png,Tortoise shell
4054,Use on an amulet of torture to make it look fancier!,20062,True,2000.0,4.0,5000.0,3000.0,Torture ornament kit.png,Torture ornament kit
4055,"A set containing a Torva full helm, Torva platebody and Torva platelegs.",31145,True,58000.0,,145000.0,87000.0,Torva armour set.png,Torva armour set
4056,An ancient warrior's full helm.,26382,True,80000.0,8.0,200000.0,120000.0,Torva full helm.png,Torva full helm
4057,An ancient warrior's full helm.,26376,True,80000.0,8.0,200000.0,120000.0,Torva full helm (damaged).png,Torva full helm (damaged)
4058,An ancient warrior's platebody.,26384,True,240000.0,8.0,600000.0,360000.0,Torva platebody.png,Torva platebody
4059,An ancient warrior's platebody.,26378,True,240000.0,8.0,600000.0,360000.0,Torva platebody (damaged).png,Torva platebody (damaged)
4060,An ancient warrior's platelegs.,26386,True,160000.0,8.0,400000.0,240000.0,Torva platelegs.png,Torva platelegs
4061,An ancient warrior's platelegs.,26380,True,160000.0,8.0,400000.0,240000.0,Torva platelegs (damaged).png,Torva platelegs (damaged)
4062,Fires darts while coating them with venom.,12924,True,48000.0,8.0,120000.0,72000.0,Toxic blowpipe (empty).png,Toxic blowpipe (empty)
4063,It needs to be charged with Zulrah's scales.,12902,True,400002.0,8.0,1000006.0,600003.0,Toxic staff (uncharged).png,Toxic staff (uncharged)
4064,Nice bit of crafting!,7771,True,4.0,150.0,10.0,6.0,Toy cat.png,Toy cat
4065,Nice bit of crafting!,7763,True,4.0,150.0,10.0,6.0,Toy doll.png,Toy doll
4066,Nice bit of crafting!,7765,True,4.0,150.0,10.0,6.0,Toy doll.png,Toy doll (wound)
4067,Nice bit of crafting!,7767,True,4.0,150.0,10.0,6.0,Toy mouse.png,Toy mouse
4068,Nice bit of crafting!,7769,True,4.0,150.0,10.0,6.0,Toy mouse.png,Toy mouse (wound)
4069,Nice bit of crafting!,7759,True,4.0,150.0,10.0,6.0,Toy soldier.png,Toy soldier
4070,Nice bit of crafting!,7761,True,4.0,150.0,10.0,6.0,Toy soldier.png,Toy soldier (wound)
4071,Karamja currency.,6306,True,1.0,18000.0,1.0,1.0,Trading sticks 10000.png,Trading sticks
4072,A banner showcasing the colours of Leagues II - Trailblazer.,25056,True,400.0,5.0,1000.0,600.0,Trailblazer banner.png,Trailblazer banner
4073,The boots of a trailblazer relic hunter.,25037,True,6000.0,5.0,15000.0,9000.0,Trailblazer boots (t1).png,Trailblazer boots (t1)
4074,The boots of a trailblazer relic hunter.,25025,True,6000.0,5.0,15000.0,9000.0,Trailblazer boots (t2).png,Trailblazer boots (t2)
4075,The boots of a trailblazer relic hunter.,25010,True,60000.0,5.0,150000.0,90000.0,Trailblazer boots (t3).png,Trailblazer boots (t3)
4076,A cane of the trailblazer relic hunter.,25013,True,60000.0,5.0,150000.0,90000.0,Trailblazer cane.png,Trailblazer cane
4077,A globe which can be built into a statue in a PoH hotspot in your League Trophy Room.,25093,True,16000.0,5.0,40000.0,24000.0,Trailblazer globe.png,Trailblazer globe
4078,A dye which can be used to recolour a piece of graceful clothing.,25099,True,10000.0,6.0,25000.0,15000.0,Trailblazer graceful ornament kit.png,Trailblazer graceful ornament kit
4079,The headgear of a trailblazer relic hunter.,25028,True,6000.0,5.0,15000.0,9000.0,Trailblazer hood (t1).png,Trailblazer hood (t1)
4080,The headgear of a trailblazer relic hunter.,25016,True,6000.0,5.0,15000.0,9000.0,Trailblazer hood (t2).png,Trailblazer hood (t2)
4081,The headgear of a trailblazer relic hunter.,25001,True,60000.0,5.0,150000.0,90000.0,Trailblazer hood (t3).png,Trailblazer hood (t3)
4082,"A set containing Trailblazer boots (t1), Trailblazer trousers (t1), Trailblazer top (t1) and Trailblazer hood (t1).",25380,True,20000.0,,50000.0,30000.0,Trailblazer relic hunter (t1) armour set.png,Trailblazer relic hunter (t1) armour set
4083,"A set containing Trailblazer boots (t2), Trailblazer trousers (t2), Trailblazer top (t2) and Trailblazer hood (t2).",25383,True,20000.0,,50000.0,30000.0,Trailblazer relic hunter (t2) armour set.png,Trailblazer relic hunter (t2) armour set
4084,"A set containing Trailblazer boots (t3), Trailblazer trousers (t3), Trailblazer top (t3) and Trailblazer hood (t3).",25386,True,20000.0,,50000.0,30000.0,Trailblazer relic hunter (t3) armour set.png,Trailblazer relic hunter (t3) armour set
4085,A scroll which unlocks the Trailblazer Reloaded Alchemy animation.,28693,True,10000.0,,25000.0,15000.0,Trailblazer reloaded alchemy scroll.png,Trailblazer reloaded alchemy scroll
4086,A banner showcasing the colours of Leagues IV: Trailblazer Reloaded.,28702,True,400.0,,1000.0,600.0,Trailblazer reloaded banner.png,Trailblazer reloaded banner
4087,Used on an uncharged Toxic Blowpipe to give it the a theme from Leagues IV: Trailblazer Reloaded.,28690,True,2000.0,,5000.0,3000.0,Trailblazer reloaded blowpipe ornament kit.png,Trailblazer reloaded blowpipe ornament kit
4088,The boots of a Trailblazer Reloaded Relic Hunter.,28721,True,6000.0,,15000.0,9000.0,Trailblazer reloaded boots (t1).png,Trailblazer reloaded boots (t1)
4089,The boots of a Trailblazer Reloaded Relic Hunter.,28733,True,6000.0,,15000.0,9000.0,Trailblazer reloaded boots (t2).png,Trailblazer reloaded boots (t2)
4090,The boots of a Trailblazer Reloaded Relic Hunter.,28745,True,6000.0,,15000.0,9000.0,Trailblazer reloaded boots (t3).png,Trailblazer reloaded boots (t3)
4091,Used on the Dinh's Bulwark to give it a theme from Leagues IV: Trailblazer Reloaded.,28684,True,2000.0,,5000.0,3000.0,Trailblazer reloaded bulwark ornament kit.png,Trailblazer reloaded bulwark ornament kit
4092,A scroll which unlocks the Trailblazer Reloaded death and respawn animation.,28699,True,10000.0,5.0,25000.0,15000.0,Trailblazer reloaded death scroll.png,Trailblazer reloaded death scroll
4093,The headgear of a Trailblazer Reloaded Relic Hunter.,28712,True,6000.0,,15000.0,9000.0,Trailblazer reloaded headband (t1).png,Trailblazer reloaded headband (t1)
4094,The headgear of a Trailblazer Reloaded Relic Hunter.,28724,True,6000.0,,15000.0,9000.0,Trailblazer reloaded headband (t2).png,Trailblazer reloaded headband (t2)
4095,The headgear of a Trailblazer Reloaded Relic Hunter.,28736,True,6000.0,,15000.0,9000.0,Trailblazer reloaded headband (t3).png,Trailblazer reloaded headband (t3)
4096,A scroll which unlocks the Trailblazer Reloaded Home Teleport animation.,28705,True,10000.0,5.0,25000.0,15000.0,Trailblazer reloaded home teleport scroll.png,Trailblazer reloaded home teleport scroll
4097,Used on an Ornate rejuvination pool inside your Player owned house to give it a theme from Leagues IV: Trailblazer Reloaded.,28708,True,10000.0,,25000.0,15000.0,Trailblazer reloaded rejuvenation pool scroll.png,Trailblazer reloaded rejuvenation pool scroll
4098,"A set containing Trailblazer Reloaded boots (t1), Trailblazer Reloaded trousers (t1), Trailblazer Reloaded top (t1) and Trailblazer Reloaded hood (t1).",28777,True,20000.0,,50000.0,30000.0,Trailblazer reloaded relic hunter (t1) armour set.png,Trailblazer reloaded relic hunter (t1) armour set
4099,"A set containing Trailblazer Reloaded boots (t2), Trailblazer Reloaded trousers (t2), Trailblazer Reloaded top (t2) and Trailblazer Reloaded hood (t2).",28780,True,20000.0,,50000.0,30000.0,Trailblazer reloaded relic hunter (t2) armour set.png,Trailblazer reloaded relic hunter (t2) armour set
4100,"A set containing Trailblazer Reloaded boots (t3), Trailblazer Reloaded trousers (t3), Trailblazer Reloaded top (t3) and Trailblazer Reloaded hood (t3).",28783,True,20000.0,,50000.0,30000.0,Trailblazer reloaded relic hunter (t3) armour set.png,Trailblazer reloaded relic hunter (t3) armour set
4101,The shirt of a Trailblazer Reloaded Relic Hunter.,28715,True,6000.0,,15000.0,9000.0,Trailblazer reloaded top (t1).png,Trailblazer reloaded top (t1)
4102,The shirt of a Trailblazer Reloaded Relic Hunter.,28727,True,6000.0,,15000.0,9000.0,Trailblazer reloaded top (t2).png,Trailblazer reloaded top (t2)
4103,The shirt of a Trailblazer Reloaded Relic Hunter.,28739,True,6000.0,,15000.0,9000.0,Trailblazer reloaded top (t3).png,Trailblazer reloaded top (t3)
4104,The torch of a Trailblazer Reloaded Relic Hunter.,28748,True,6000.0,,15000.0,9000.0,Trailblazer reloaded torch.png,Trailblazer reloaded torch
4105,The trousers of a Trailblazer Reloaded Relic Hunter.,28718,True,6000.0,,15000.0,9000.0,Trailblazer reloaded trousers (t1).png,Trailblazer reloaded trousers (t1)
4106,The trousers of a Trailblazer Reloaded Relic Hunter.,28730,True,6000.0,,15000.0,9000.0,Trailblazer reloaded trousers (t2).png,Trailblazer reloaded trousers (t2)
4107,The trousers of a Trailblazer Reloaded Relic Hunter.,28742,True,6000.0,,15000.0,9000.0,Trailblazer reloaded trousers (t3).png,Trailblazer reloaded trousers (t3)
4108,A scroll which unlocks the Trailblazer Reloaded Vengeance animation.,28696,True,10000.0,,25000.0,15000.0,Trailblazer reloaded vengeance scroll.png,Trailblazer reloaded vengeance scroll
4109,A rug which can be built into a rug hotspot in your PoH League Trophy Room.,25096,True,20000.0,5.0,50000.0,30000.0,Trailblazer rug.png,Trailblazer rug
4110,A scroll which unlocks the Leagues II - Trailblazer home teleport animation.,25087,True,10000.0,5.0,25000.0,15000.0,Trailblazer teleport scroll.png,Trailblazer teleport scroll
4111,"A kit which can be attached to any Dragon or Infernal axe, pickaxe or harpoon to recolour it.",25090,True,10000.0,5.0,25000.0,15000.0,Trailblazer tool ornament kit.png,Trailblazer tool ornament kit
4112,The coat of a trailblazer relic hunter.,25031,True,6000.0,5.0,15000.0,9000.0,Trailblazer top (t1).png,Trailblazer top (t1)
4113,The coat of a trailblazer relic hunter.,25019,True,6000.0,5.0,15000.0,9000.0,Trailblazer top (t2).png,Trailblazer top (t2)
4114,The coat of a trailblazer relic hunter.,25004,True,60000.0,5.0,150000.0,90000.0,Trailblazer top (t3).png,Trailblazer top (t3)
4115,The trousers of a trailblazer relic hunter.,25034,True,6000.0,5.0,15000.0,9000.0,Trailblazer trousers (t1).png,Trailblazer trousers (t1)
4116,The trousers of a trailblazer relic hunter.,25022,True,6000.0,5.0,15000.0,9000.0,Trailblazer trousers (t2).png,Trailblazer trousers (t2)
4117,The trousers of a trailblazer relic hunter.,25007,True,60000.0,5.0,150000.0,90000.0,Trailblazer trousers (t3).png,Trailblazer trousers (t3)
4118,A glass of frothy ale.,29277,True,1.0,,2.0,1.0,Trapper's tipple.png,Trapper's tipple
4119,A razor sharp ring.,12605,True,20000.0,8.0,50000.0,30000.0,Treasonous ring.png,Treasonous ring
4120,A freshly made triangle sandwich.,6962,False,10.0,6000.0,25.0,15.0,Triangle sandwich.png,Triangle sandwich
4121,A ceremonial wooden mask.,6339,True,200.0,150.0,500.0,300.0,Tribal mask (combat).png,Tribal mask (combat)
4122,A ceremonial wooden mask.,6337,True,200.0,150.0,500.0,300.0,Tribal mask (disease).png,Tribal mask (disease)
4123,A ceremonial wooden mask.,6335,True,200.0,150.0,500.0,300.0,Tribal mask (poison).png,Tribal mask (poison)
4124,Local dress.,6351,True,120.0,150.0,300.0,180.0,Tribal top (blue).png,Tribal top (blue)
4125,Local dress.,6341,True,120.0,150.0,300.0,180.0,Tribal top (brown).png,Tribal top (brown)
4126,Local dress.,6371,True,120.0,150.0,300.0,180.0,Tribal top (pink).png,Tribal top (pink)
4127,Local dress.,6361,True,120.0,150.0,300.0,180.0,Tribal top (yellow).png,Tribal top (yellow)
4128,A weapon from the deep.,11905,True,27600.0,8.0,69000.0,41400.0,Trident of the seas (full).png,Trident of the seas (full)
4129,A magic rock! This one gives you a random blighted weapon instead.,28567,True,4000.0,,10000.0,6000.0,Trinket of advanced weaponry.png,Trinket of advanced weaponry
4130,A magic rock! This one automatically notes and retrieves drops.,33044,True,,,,,Trinket of avarice.png,Trinket of avarice
4131,A magic rock! This one smells funny and lets you teleport.,28564,True,4000.0,,10000.0,6000.0,Trinket of fairies.png,Trinket of fairies
4132,A magic rock! This one increases the chance of obtaining rare items. Teleportation will behave as if you were skulled.,33050,True,,,,,Trinket of fortuity.png,Trinket of fortuity (active)
4133,A magic rock! This one increases the chance of obtaining rare items when active.,33047,True,,,,,Trinket of fortuity (inactive).png,Trinket of fortuity (inactive)
4134,A magic rock! This one gives you random thralls.,28570,True,4000.0,,10000.0,6000.0,Trinket of undead.png,Trinket of undead
4135,A magic rock! This one casts the Vengeance spell.,28561,True,4000.0,,10000.0,6000.0,Trinket of vengeance.png,Trinket of vengeance
4136,"A pair of long dwarven trousers... long for dwarves, of course.",5040,True,300.0,150.0,750.0,450.0,Trousers (blue).png,Trousers (blue)
4137,"A pair of long dwarven trousers... long for dwarves, of course.",5036,True,220.0,150.0,550.0,330.0,Trousers (brown).png,Trousers (brown)
4138,"A pair of long dwarven trousers... long for dwarves, of course.",5038,True,280.0,150.0,700.0,420.0,Trousers (lilac).png,Trousers (lilac)
4139,Some nicely cooked trout.,333,False,4.0,6000.0,10.0,6.0,Trout.png,Trout
4140,Take it to Perdu to help you avoid losing certain items.,24187,True,80.0,,200.0,120.0,Trouver parchment.png,Trouver parchment
4141,An ancient staff created using a higher power.,27277,True,2800000.0,8.0,7000000.0,4200000.0,Tumeken's shadow (uncharged).png,Tumeken's shadow (uncharged)
4142,"Wow, this is a big fish.",361,False,16.0,6000.0,40.0,24.0,Tuna.png,Tuna
4143,A bowl of cooked tuna and sweetcorn.,7068,True,45.0,13000.0,113.0,67.0,Tuna and corn.png,Tuna and corn
4144,A baked potato with tuna and sweetcorn.,7060,True,45.0,13000.0,113.0,67.0,Tuna potato.png,Tuna potato
4145,"They're soft, silky and turquoise.",634,True,80.0,150.0,200.0,120.0,Turquoise boots.png,Turquoise boots
4146,A silly turquoise pointed hat.,664,True,64.0,150.0,160.0,96.0,Turquoise hat.png,Turquoise hat
4147,Made by Tree Gnomes with a thing for turquoise.,654,True,72.0,150.0,180.0,108.0,Turquoise robe bottoms.png,Turquoise robe bottoms
4148,"The ultimate in gnome design, now in turquoise!",644,True,72.0,150.0,180.0,108.0,Turquoise robe top.png,Turquoise robe top
4149,A magical staff imbued with the power of ice and fire.,30634,True,20000.0,8.0,50000.0,30000.0,Twinflame staff.png,Twinflame staff
4150,A banner showcasing the colours of the Twisted League.,24413,True,400.0,5.0,1000.0,600.0,Twisted banner.png,Twisted banner
4151,A scroll which unlocks the twisted player-owned house wall-kit.,24463,True,10000.0,5.0,25000.0,15000.0,Twisted blueprints.png,Twisted blueprints
4152,The boots of a twisted relic hunter.,24411,True,400.0,5.0,1000.0,600.0,Twisted boots (t1).png,Twisted boots (t1)
4153,The boots of a twisted relic hunter.,24403,True,4000.0,5.0,10000.0,6000.0,Twisted boots (t2).png,Twisted boots (t2)
4154,The boots of a twisted relic hunter.,24393,True,40000.0,5.0,100000.0,60000.0,Twisted boots (t3).png,Twisted boots (t3)
4155,A mystical bow carved from the twisted remains of the Great Olm.,20997,True,1600000.0,8.0,4000000.0,2400000.0,Twisted bow.png,Twisted bow
4156,A buckler carved from the twisted remains of the Great Olm.,21000,True,36000.0,8.0,90000.0,54000.0,Twisted buckler.png,Twisted buckler
4157,A cane of the twisted relic hunter.,24395,True,400.0,10.0,1000.0,600.0,Twisted cane.png,Twisted cane
4158,The coat of a twisted relic hunter.,24407,True,400.0,5.0,1000.0,600.0,Twisted coat (t1).png,Twisted coat (t1)
4159,The coat of a twisted relic hunter.,24399,True,4000.0,5.0,10000.0,6000.0,Twisted coat (t2).png,Twisted coat (t2)
4160,The coat of a twisted relic hunter.,24389,True,40000.0,5.0,100000.0,60000.0,Twisted coat (t3).png,Twisted coat (t3)
4161,The headgear of a twisted relic hunter.,24405,True,400.0,5.0,1000.0,600.0,Twisted hat (t1).png,Twisted hat (t1)
4162,The headgear of a twisted relic hunter.,24397,True,4000.0,5.0,10000.0,6000.0,Twisted hat (t2).png,Twisted hat (t2)
4163,The headgear of a twisted relic hunter.,24387,True,40000.0,5.0,100000.0,60000.0,Twisted hat (t3).png,Twisted hat (t3)
4164,These look like they can be attached to a slayer helmet.,24466,True,40000.0,5.0,100000.0,60000.0,Twisted horns.png,Twisted horns
4165,"A set containing Twisted boots (t1), Twisted trousers (t1), Twisted coat (t1) and Twisted hat (t1).",24469,True,20000.0,5.0,50000.0,30000.0,Twisted relic hunter (t1) armour set.png,Twisted relic hunter (t1) armour set
4166,"A set containing Twisted boots (t2), Twisted trousers (t2), Twisted coat (t2) and Twisted hat (t2).",24472,True,20000.0,5.0,50000.0,30000.0,Twisted relic hunter (t2) armour set.png,Twisted relic hunter (t2) armour set
4167,"A set containing Twisted boots (t3), Twisted trousers (t3), Twisted coat (t3) and Twisted hat (t3).",24475,True,20000.0,5.0,50000.0,30000.0,Twisted relic hunter (t3) armour set.png,Twisted relic hunter (t3) armour set
4168,A scroll which unlocks the twisted home teleport animation.,24460,True,10000.0,5.0,25000.0,15000.0,Twisted teleport scroll.png,Twisted teleport scroll
4169,The trousers of a twisted relic hunter.,24409,True,400.0,5.0,1000.0,600.0,Twisted trousers (t1).png,Twisted trousers (t1)
4170,The trousers of a twisted relic hunter.,24401,True,4000.0,5.0,10000.0,6000.0,Twisted trousers (t2).png,Twisted trousers (t2)
4171,The trousers of a twisted relic hunter.,24391,True,40000.0,5.0,100000.0,60000.0,Twisted trousers (t3).png,Twisted trousers (t3)
4172,An incredibly heavy ring.,12603,True,20000.0,8.0,50000.0,30000.0,Tyrannical ring.png,Tyrannical ring
4173,As used by King Tyras' personal guard.,9629,True,220.0,150.0,550.0,330.0,Tyras helm.png,Tyras helm
4174,A mace of obsidian.,6527,True,12000.0,70.0,30000.0,18000.0,Tzhaar-ket-em.png,Tzhaar-ket-em
